ID,Name,Description,Category ID,Category Name,Price,Size,Available,Image URL,Popular,Preparation Time,Category EN,Category AZ,Category RU,Category TR,Category AR,Category HI,Category FR,Category IT,Name EN,Name AZ,Name RU,Name TR,Name AR,Name HI,Name FR,Name IT,Description EN,Description AZ,Description RU,Description TR,Description AR,Description HI,Description FR,Description IT,Created At,Updated At
260,Long Island Iced Tea,,,ALCOHOLIC BEVERAGES,20.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Long Island Iced Tea,Long island soyuq çay,Лонг айленд айс ти,Long Island ice tea,لونغ آيلاند آيس تي,लॉन्ग आइलैंड आइस्ड टी,Long Island iced tea,Long Island iced tea,,,,,,,,,,
261,"4 Red Bull, 1 Chivas 12 (0.7), fruit assortment",,,ALCOHOLIC BEVERAGES,143.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,"4 Red Bull, 1 Chivas 12 (0.7), fruit assortment","4 Red Bull, 1 Chivas 12 (0.7), meyvə assorti","4 Red Bull, 1 Chivas 12 (0.7), фруктовое ассорти","4 Red Bull, 1 Chivas 12 (0.7), meyve tabağı",4 ريد بول، 1 شيفاز 12 (0.7)، تشكيلة فواكه,"4 रेड बुल, 1 शिवास 12 (0.7), फलों का मिश्रण","4 Red Bull, 1 Chivas 12 (0.7), assortiment de fruits","4 Red Bull, 1 Chivas 12 (0.7), assortimento di frutta",,,,,,,,,,
262,Carlsberg (300ml/500ml),,,ALCOHOLIC BEVERAGES,6.50,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Carlsberg (300ml/500ml),Carlsberg (300ml/500ml),Carlsberg (300мл/500мл),Carlsberg (300ml/500ml),كارلسبرج (300مل/500مل),कार्लसबर्ग (300मिली/500मिली),Carlsberg (300ml/500ml),Carlsberg (300ml/500ml),,,,,,,,,,
263,Carlsberg (300ml/500ml),,,ALCOHOLIC BEVERAGES,7.50,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Carlsberg (300ml/500ml),Carlsberg (300ml/500ml),Carlsberg (300мл/500мл),Carlsberg (300ml/500ml),كارلسبرج (300مل/500مل),कार्लसबर्ग (300मिली/500मिली),Carlsberg (300ml/500ml),Carlsberg (300ml/500ml),,,,,,,,,,
264,Xırdalan (300ml/500ml),,,ALCOHOLIC BEVERAGES,5.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Xırdalan (300ml/500ml),Xırdalan (300ml/500ml),Хырдалан (300мл/500мл),Xırdalan (300ml/500ml),خردالان (300مل/500مل),खिरदालान (300मिली/500मिली),Xırdalan (300ml/500ml),Xırdalan (300ml/500ml),,,,,,,,,,
265,Xırdalan (300ml/500ml),,,ALCOHOLIC BEVERAGES,6.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Xırdalan (300ml/500ml),Xırdalan (300ml/500ml),Хырдалан (300мл/500мл),Xırdalan (300ml/500ml),خردالان (300مل/500مل),खिरदालान (300मिली/500मिली),Xırdalan (300ml/500ml),Xırdalan (300ml/500ml),,,,,,,,,,
266,Kronenbourg 1664,,,ALCOHOLIC BEVERAGES,8.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Kronenbourg 1664,Kronenbourg 1664,Kronenbourg 1664,Kronenbourg 1664,كرونينبورغ 1664,क्रोनेनबर्ग 1664,Kronenbourg 1664,Kronenbourg 1664,,,,,,,,,,
267,Carlsberg,,,ALCOHOLIC BEVERAGES,7.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Carlsberg,Carlsberg,Carlsberg,Carlsberg,كارلسبرج,कार्लसबर्ग,Carlsberg,Carlsberg,,,,,,,,,,
268,Somersby,,,ALCOHOLIC BEVERAGES,7.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Somersby,Somersby,Somersby,Somersby,سومرسبي,सोमर्सबी,Somersby,Somersby,,,,,,,,,,
269,Tuborg 0.33lt,,,ALCOHOLIC BEVERAGES,7.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Tuborg 0.33lt,Tuborg 0.33lt,Tuborg 0.33л,Tuborg 0.33lt,توبورغ 0.33لتر,टुबोर्ग 0.33लीटर,Tuborg 0.33l,Tuborg 0.33lt,,,,,,,,,,
270,Heineken,,,ALCOHOLIC BEVERAGES,9.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Heineken,Heineken,Heineken,Heineken,هاينكن,हाइनेकेन,Heineken,Heineken,,,,,,,,,,
271,Efes 300ml,,,ALCOHOLIC BEVERAGES,7.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Efes 300ml,Efes 300ml,Efes 300мл,Efes 300ml,إيفيس 300مل,एफेस 300मिली,Efes 300ml,Efes 300ml,,,,,,,,,,
272,Efes draft,,,ALCOHOLIC BEVERAGES,8.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Efes draft,Efes draft,Efes draft,Efes draft,إيفيس درافت,एफेस ड्राफ्ट,Efes draft,Efes draft,,,,,,,,,,
273,Efes zero,,,ALCOHOLIC BEVERAGES,6.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Efes zero,Efes zero,Efes zero,Efes zero,إيفيس زيرو,एफेस ज़ीरो,Efes zero,Efes zero,,,,,,,,,,
274,Corona,,,ALCOHOLIC BEVERAGES,10.40,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Corona,Corona,Corona,Corona,كورونا,कोरोना,Corona,Corona,,,,,,,,,,
275,Baltika 0,,,ALCOHOLIC BEVERAGES,6.50,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Baltika 0,Baltika 0,Baltika 0,Baltika 0,بالتيكا 0,बाल्टिका 0,Baltika 0,Baltika 0,,,,,,,,,,
276,Hill side rose,,,ALCOHOLIC BEVERAGES,9.50,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Hill side rose,Hill side rose,Hill side rose,Hill side rose,هيل سايد روزيه,हिल साइड रोज़,Hill side rosé,Hill side rose,,,,,,,,,,
277,Hill side rose,,,ALCOHOLIC BEVERAGES,49.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Hill side rose,Hill side rose,Hill side rose,Hill side rose,هيل سايد روزيه,हिल साइड रोज़,Hill side rosé,Hill side rose,,,,,,,,,,
278,Savalan rose,,,ALCOHOLIC BEVERAGES,8.50,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Savalan rose,Savalan rose,Savalan rose,Savalan rose,سفالان روزيه,सवालान रोज़,Savalan rosé,Savalan rose,,,,,,,,,,
279,Savalan rose,,,ALCOHOLIC BEVERAGES,44.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Savalan rose,Savalan rose,Savalan rose,Savalan rose,سفالان روزيه,सवालान रोज़,Savalan rosé,Savalan rose,,,,,,,,,,
280,Meysəri rose,,,ALCOHOLIC BEVERAGES,9.50,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Meysəri rose,Meysəri rose,Meysəri rose,Meysəri rose,ميسيري روزيه,मेयसेरी रोज़,Meysəri rosé,Meysəri rose,,,,,,,,,,
281,Meysəri rose,,,ALCOHOLIC BEVERAGES,49.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Meysəri rose,Meysəri rose,Meysəri rose,Meysəri rose,ميسيري روزيه,मेयसेरी रोज़,Meysəri rosé,Meysəri rose,,,,,,,,,,
282,Hill side Chardonnay,,,ALCOHOLIC BEVERAGES,9.50,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Hill side Chardonnay,Hill side Chardonnay,Hill side Chardonnay,Hill side Chardonnay,هيل سايد شاردونيه,हिल साइड शार्डोने,Hill side Chardonnay,Hill side Chardonnay,,,,,,,,,,
283,Hill side Chardonnay,,,ALCOHOLIC BEVERAGES,49.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Hill side Chardonnay,Hill side Chardonnay,Hill side Chardonnay,Hill side Chardonnay,هيل سايد شاردونيه,हिल साइड शार्डोने,Hill side Chardonnay,Hill side Chardonnay,,,,,,,,,,
284,Savalan Chardonnay,,,ALCOHOLIC BEVERAGES,9.50,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Savalan Chardonnay,Savalan Chardonnay,Savalan Chardonnay,Savalan Chardonnay,سفالان شاردونيه,सवालान शार्डोने,Savalan Chardonnay,Savalan Chardonnay,,,,,,,,,,
285,Savalan Chardonnay,,,ALCOHOLIC BEVERAGES,49.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Savalan Chardonnay,Savalan Chardonnay,Savalan Chardonnay,Savalan Chardonnay,سفالان شاردونيه,सवालान शार्डोने,Savalan Chardonnay,Savalan Chardonnay,,,,,,,,,,
286,Meysəri Sədəf,,,ALCOHOLIC BEVERAGES,10.50,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Meysəri Sədəf,Meysəri Sədəf,Meysəri Sədəf,Meysəri Sədəf,ميسيري سيديف,मेयसेरी सेदेफ,Meysəri Sədəf,Meysəri Sədəf,,,,,,,,,,
287,Meysəri Sədəf,,,ALCOHOLIC BEVERAGES,49.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Meysəri Sədəf,Meysəri Sədəf,Meysəri Sədəf,Meysəri Sədəf,ميسيري سيديف,मेयसेरी सेदेफ,Meysəri Sədəf,Meysəri Sədəf,,,,,,,,,,
288,Grante Chardonnay,,,ALCOHOLIC BEVERAGES,7.50,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Grante Chardonnay,Grante Chardonnay,Grante Chardonnay,Grante Chardonnay,غرانتي شاردونيه,ग्रैंटे शार्डोने,Grante Chardonnay,Grante Chardonnay,,,,,,,,,,
289,Grante Chardonnay,,,ALCOHOLIC BEVERAGES,42.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Grante Chardonnay,Grante Chardonnay,Grante Chardonnay,Grante Chardonnay,غرانتي شاردونيه,ग्रैंटे शार्डोने,Grante Chardonnay,Grante Chardonnay,,,,,,,,,,
290,Hill side Reserv,,,ALCOHOLIC BEVERAGES,10.50,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Hill side Reserv,Hill side Reserv,Hill side Reserv,Hill side Reserv,هيل سايد ريزيرف,हिल साइड रिज़र्व,Hill side Reserv,Hill side Reserv,,,,,,,,,,
291,Hill side Reserv,,,ALCOHOLIC BEVERAGES,52.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Hill side Reserv,Hill side Reserv,Hill side Reserv,Hill side Reserv,هيل سايد ريزيرف,हिल साइड रिज़र्व,Hill side Reserv,Hill side Reserv,,,,,,,,,,
292,Hill side Prestige,,,ALCOHOLIC BEVERAGES,10.50,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Hill side Prestige,Hill side Prestige,Hill side Prestige,Hill side Prestige,هيل سايد برستيج,हिल साइड प्रेस्टीज,Hill side Prestige,Hill side Prestige,,,,,,,,,,
293,Hill side Prestige,,,ALCOHOLIC BEVERAGES,49.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Hill side Prestige,Hill side Prestige,Hill side Prestige,Hill side Prestige,هيل سايد برستيج,हिल साइड प्रेस्टीज,Hill side Prestige,Hill side Prestige,,,,,,,,,,
294,Hill side Pomegranate,,,ALCOHOLIC BEVERAGES,8.50,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Hill side Pomegranate,Hill side Pomegranate,Hill side Pomegranate,Hill side Pomegranate,هيل سايد رمان,हिल साइड पोमेग्रेनेट,Hill side Pomegranate,Hill side Pomegranate,,,,,,,,,,
295,Hill side Pomegranate,,,ALCOHOLIC BEVERAGES,49.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Hill side Pomegranate,Hill side Pomegranate,Hill side Pomegranate,Hill side Pomegranate,هيل سايد رمان,हिल साइड पोमेग्रेनेट,Hill side Pomegranate,Hill side Pomegranate,,,,,,,,,,
296,Savalan Limited,,,ALCOHOLIC BEVERAGES,12.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Savalan Limited,Savalan Limited,Savalan Limited,Savalan Limited,سفالان ليمتد,सवालान लिमिटेड,Savalan Limited,Savalan Limited,,,,,,,,,,
297,Savalan Limited,,,ALCOHOLIC BEVERAGES,55.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Savalan Limited,Savalan Limited,Savalan Limited,Savalan Limited,سفالان ليمتد,सवालान लिमिटेड,Savalan Limited,Savalan Limited,,,,,,,,,,
298,Savalan Cabernet merlot,,,ALCOHOLIC BEVERAGES,8.50,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Savalan Cabernet merlot,Savalan Cabernet merlot,Savalan Cabernet merlot,Savalan Cabernet merlot,سفالان كابيرنيه ميرلو,सवालान कैबरनेट मर्लोट,Savalan Cabernet merlot,Savalan Cabernet merlot,,,,,,,,,,
